salami_id,salami_length,youtube_id,youtube_length,coverage,coverage_percent,onset_in_youtube,onset_in_salami
1620,314.61875,zADxFyExcmA,315,306.4,0.9738771131726892,0.1,0.2
1621,201.62375,V6rcwVojnfY,203,193.6,0.9602043410064538,0.6,0.6
1622,239.658,PfrV_6yWbEg,397,231.9,0.9676288711413765,43.4,1.9
1623,319.07025,P5vz6iwV38U,323,310.8,0.9740801594633157,0.9,1.1
1624,308.4384166666667,C1kHeeEMe-s,267,257.7,0.8354990366796613,3.4,23.3
1626,309.6666666666667,eAR_Ff5A8Rk,311,304.2,0.9823466092572658,1.0,0.3
1627,165.2,9_nIC1bEHTU,166,155.4,0.940677966101695,0.7,0.3
1628,222.0,ANsKjjyfeOo,222,213.1,0.9599099099099099,0.2,0.2
1629,235.6266666666667,UofYl3dataU,237,232.4,0.9863060208239022,1.0,0.3
1630,171.82666666666665,jIDEZ_frJBs,201,32.4,0.18856211686195393,162.6,116.9
1631,78.89333333333333,aP47nqo2cf4,79,78.3,0.9924792969410174,0.2,0.3
1632,305.06666666666666,y__Zs3e6BdA,305,300.8,0.986013986013986,2.9,2.2
1634,160.4,m2uTFF_3MaA,165,75.4,0.4700748129675811,33.5,31.8
1635,147.97333333333333,MiYUKhd49Ik,150,118.3,0.7994683726797621,19.4,14.9
1636,162.3733333333333,H3MgJWH2TiQ,2133,157.5,0.9699868615536215,939.8,0.5
1637,158.8,9y7UYvG42LI,159,150.1,0.9452141057934508,0.4,0.7
1638,118.8,8Y956j5YoWU,119,109.9,0.9250841750841752,1.0,0.5
1639,153.50666666666666,KzmvL2qYP1o,2026,141.2,0.919829757665248,135.4,0.5
1640,134.73333333333332,sU_7Bvr1Mh8,133,115.6,0.8579910935180604,6.2,5.2
1642,164.08,G87l7ntIpdQ,158,152.3,0.9282057532910776,1.5,1.7
1646,125.73333333333332,u5l83RmSqzo,126,119.8,0.9528101802757158,1.0,0.5
1647,238.02775510204083,BpndGZ71yww,243,234.0,0.9830786325724319,2.6,3.4
1648,66.5861224489796,oMarHac3VpQ,67,65.1,0.9776811985092192,0.6,1.0
1651,49.84163265306122,fUUOX6kAIxI,51,47.3,0.9490058307127883,1.7,1.1
1652,285.2933333333333,zOKGcEfSwnY,287,282.4,0.9898583913632752,1.4,0.9
1653,163.30666666666667,0ArlUSVDQIw,164,161.0,0.985875244937949,1.9,1.8
1654,174.89333333333335,z9EaBjFvQpc,175,172.5,0.9863154684760234,0.5,0.5
